,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
power_ch_TP9_freq_theta,0.120491,0.060901,0.024845,0.22558,0.121283,0.055851,0.13237,0.095829,0.090036,0.042608,0.08267,0.153975,0.191274,0.160367,0.141444,0.21916,0.11528,0.157233,0.104077,0.065228,0.062792,0.119731,0.120838,0.23267,0.187615,0.150192,0.15368,0.206749,0.205452,0.118598,0.115812,0.183484,0.054341,0.061943,0.214394,0.034213,0.024949,0.071309,0.225397,0.077705,0.176694,0.163502,0.128603,0.2004,0.155837,0.149044,0.152598,0.115999,0.156864,0.081875,0.14501,0.245172,0.287443,0.141753,0.084198,0.160988,0.037756,0.11113,0.111955,0.106426,0.072798,0.243904,0.154617,0.28325,0.178364,0.056212,0.215552,0.167716,0.116864,0.140617,0.060443,0.18952,0.111623,0.171154,0.202551,0.167287,0.209939,0.057289,0.133741,0.165992,0.177912,0.304534,0.159305,0.165648,0.186264,0.116712,0.295031,0.243337,0.140696,0.07723,0.163154,0.153162,0.074665,0.145229,0.124752,0.195701,0.143658,0.136113,0.150888,0.118793,0.177907,0.049495,0.179543,0.104143,0.108463,0.145323,0.202638,0.07852,0.137116,0.213674,0.107137,0.072769,0.193828,0.080666,0.147687,0.089418,0.036335,0.127226,0.100836,0.191785,0.191752,0.218078,0.160546,0.09409,0.10931,0.14515,0.114401,0.112932,0.07853,0.201407,0.172828,0.100449,0.169636,0.256452,0.182214,0.112492,0.097921,0.152278,0.177391,0.136565
power_ch_TP9_freq_alpha,0.102891,0.07566,0.011512,0.080345,0.090138,0.063147,0.109978,0.092041,0.232718,0.096853,0.052148,0.05148,0.072555,0.160775,0.145931,0.134625,0.083819,0.133732,0.122277,0.056491,0.055652,0.17991,0.084618,0.13845,0.117463,0.075002,0.097046,0.19144,0.14383,0.12306,0.126034,0.13635,0.123489,0.063312,0.137059,0.022771,0.011738,0.039193,0.401921,0.257773,0.262917,0.191606,0.262116,0.21661,0.214993,0.256688,0.194605,0.08233,0.150515,0.136795,0.113867,0.296936,0.187972,0.151494,0.040733,0.124127,0.014943,0.253854,0.097694,0.134278,0.068836,0.237262,0.306679,0.235106,0.20727,0.078226,0.128081,0.065068,0.105626,0.11716,0.030643,0.112271,0.128209,0.081343,0.159024,0.153359,0.319961,0.061377,0.140847,0.117212,0.166476,0.150647,0.079463,0.174062,0.173539,0.104574,0.117373,0.337595,0.132652,0.067844,0.091433,0.133872,0.063188,0.114127,0.158543,0.159447,0.127721,0.103989,0.081842,0.111162,0.21283,0.06469,0.085592,0.132844,0.142174,0.053922,0.063183,0.290519,0.115017,0.041889,0.069546,0.062669,0.190322,0.178639,0.092262,0.06795,0.016521,0.208395,0.080928,0.126289,0.105974,0.118546,0.292458,0.165666,0.214444,0.044198,0.092602,0.106068,0.059082,0.143245,0.111449,0.322697,0.283193,0.277635,0.086004,0.102778,0.155388,0.227921,0.124332,0.161563
power_ch_TP9_freq_beta,0.098441,0.101975,0.00773,0.13303,0.092906,0.073859,0.12828,0.137472,0.123184,0.149347,0.07037,0.108026,0.144489,0.191445,0.173823,0.17045,0.196176,0.203582,0.129286,0.062796,0.062244,0.160093,0.114978,0.261758,0.257823,0.087068,0.122043,0.197508,0.123926,0.116542,0.151285,0.156693,0.084926,0.105077,0.131136,0.029751,0.014942,0.060715,0.149362,0.175551,0.10691,0.116407,0.173215,0.148654,0.14178,0.150229,0.094755,0.059577,0.137677,0.09703,0.148446,0.117144,0.15494,0.082196,0.082309,0.144634,0.016016,0.149863,0.138503,0.135292,0.105446,0.092586,0.118182,0.260717,0.258453,0.02259,0.127851,0.080034,0.124674,0.125187,0.068599,0.113848,0.192552,0.158504,0.175236,0.273103,0.166806,0.064657,0.242375,0.077454,0.095988,0.194368,0.098562,0.187455,0.159547,0.098956,0.189369,0.162634,0.161883,0.0753,0.11737,0.178839,0.07326,0.16012,0.10657,0.202105,0.140349,0.106897,0.109101,0.153734,0.211423,0.051383,0.248405,0.201935,0.146753,0.100103,0.123954,0.109774,0.11336,0.101283,0.097957,0.088878,0.242931,0.118461,0.111542,0.083637,0.017582,0.168628,0.098696,0.176029,0.108156,0.129437,0.129737,0.164256,0.154545,0.109549,0.122555,0.179431,0.099788,0.14931,0.183762,0.151604,0.158691,0.1559,0.094269,0.158824,0.109821,0.20249,0.124302,0.164764
power_ch_TP9_freq_lower_gamma,0.032515,0.021413,0.002477,0.043151,0.026319,0.019389,0.037737,0.034382,0.041762,0.0409,0.017451,0.036644,0.054434,0.051381,0.030295,0.032955,0.069897,0.033317,0.024936,0.01848,0.022895,0.050824,0.039268,0.066496,0.050993,0.027933,0.037837,0.051254,0.055265,0.038184,0.056524,0.074793,0.047253,0.051416,0.038602,0.010293,0.005915,0.026054,0.023741,0.041754,0.045748,0.062045,0.050096,0.04373,0.041065,0.035664,0.034045,0.014499,0.050511,0.021036,0.038883,0.045693,0.044023,0.027235,0.023506,0.055808,0.00436,0.018009,0.040094,0.048118,0.052488,0.024412,0.020002,0.045842,0.044419,0.008288,0.035853,0.027851,0.025947,0.046318,0.015591,0.03762,0.089605,0.048637,0.055352,0.060199,0.015738,0.018,0.066518,0.029123,0.022456,0.041377,0.016916,0.039666,0.034918,0.028107,0.048012,0.029078,0.034837,0.024172,0.034502,0.064713,0.011364,0.043273,0.023575,0.02549,0.027759,0.029103,0.0364,0.049576,0.042137,0.024857,0.062691,0.062032,0.038711,0.031572,0.043835,0.033712,0.026803,0.031127,0.022787,0.022693,0.05111,0.036421,0.035625,0.017847,0.005191,0.03993,0.019144,0.054799,0.033727,0.035561,0.03416,0.024215,0.041489,0.027348,0.059634,0.038443,0.033568,0.030705,0.036311,0.048544,0.017815,0.032361,0.045719,0.02338,0.049028,0.055371,0.036775,0.028124
power_ch_TP9_freq_upper_gamma,0.029212,0.022055,0.002645,0.055148,0.031307,0.039574,0.043852,0.038363,0.032618,0.042081,0.024852,0.041053,0.07359,0.061077,0.033784,0.052378,0.093099,0.066957,0.046547,0.024502,0.026749,0.065353,0.047714,0.076816,0.068237,0.042575,0.050446,0.072575,0.068241,0.084923,0.10073,0.105868,0.07237,0.06227,0.065793,0.023754,0.008558,0.031868,0.066392,0.072614,0.063881,0.086318,0.076146,0.062354,0.063168,0.045041,0.059533,0.025577,0.094613,0.033674,0.070664,0.056752,0.059599,0.050591,0.040992,0.084198,0.008602,0.028824,0.049483,0.078854,0.069933,0.029233,0.048617,0.061517,0.048032,0.012277,0.050289,0.041972,0.032799,0.054054,0.017158,0.077451,0.119633,0.069457,0.0746,0.07107,0.032747,0.024957,0.089589,0.036137,0.036578,0.064804,0.033013,0.062187,0.060683,0.049066,0.064532,0.040788,0.051361,0.023981,0.055746,0.067851,0.027801,0.06925,0.0354,0.047563,0.032746,0.046668,0.059226,0.081926,0.061199,0.026345,0.081125,0.068004,0.057808,0.038477,0.062822,0.05546,0.046178,0.03434,0.048327,0.019401,0.055938,0.041677,0.038253,0.027931,0.006838,0.060346,0.023446,0.083286,0.053348,0.050518,0.054936,0.04746,0.063872,0.043222,0.050916,0.052442,0.047246,0.07706,0.050907,0.047753,0.018848,0.035558,0.062974,0.033705,0.048954,0.082145,0.050899,0.032425
power_ch_CP5_freq_delta,0.265634,0.337887,0.433669,0.407499,0.363398,0.422249,0.271984,0.24303,0.251245,0.230591,0.319758,0.368836,0.368579,0.426153,0.287458,0.341155,0.302241,0.329043,0.31068,0.392594,0.407994,0.310596,0.429445,0.403406,0.382917,0.457463,0.312438,0.333294,0.295156,0.371696,0.343734,0.307794,0.42042,0.463108,0.244415,0.395402,0.421744,0.427577,0.203667,0.210813,0.446345,0.347447,0.294827,0.318278,0.194204,0.239661,0.306516,0.314344,0.269321,0.249205,0.240969,0.280187,0.252859,0.235678,0.382619,0.248682,0.323515,0.318101,0.239924,0.303159,0.36447,0.334424,0.244106,0.320655,0.248691,0.288001,0.336773,0.499828,0.341597,0.20734,0.369331,0.504924,0.388504,0.328118,0.48341,0.249711,0.451119,0.349144,0.409083,0.292945,0.350549,0.411774,0.364844,0.326825,0.37008,0.251089,0.449662,0.377968,0.395289,0.268185,0.332007,0.329242,0.2757,0.263899,0.36222,0.399928,0.239648,0.46476,0.369602,0.344469,0.293792,0.318995,0.255557,0.288122,0.297235,0.38744,0.352462,0.380735,0.419916,0.359143,0.431163,0.385929,0.160842,0.303526,0.431938,0.260975,0.414064,0.231553,0.28736,0.207879,0.504637,0.280393,0.35735,0.383465,0.29865,0.417032,0.2379,0.38771,0.28347,0.34339,0.259015,0.327707,0.218604,0.313686,0.361911,0.359277,0.210318,0.355129,0.41298,0.353078
power_ch_CP5_freq_theta,0.168852,0.200359,0.121895,0.178611,0.121611,0.091992,0.148686,0.089138,0.214442,0.217141,0.155548,0.133376,0.153902,0.11744,0.147078,0.147991,0.189423,0.148435,0.176597,0.158168,0.107659,0.164168,0.140212,0.080331,0.158755,0.081229,0.137773,0.148543,0.217766,0.088982,0.138313,0.181582,0.080724,0.084868,0.247558,0.107462,0.070796,0.12137,0.215897,0.121894,0.108938,0.120998,0.231578,0.161584,0.17116,0.184712,0.247189,0.236158,0.270404,0.147192,0.16058,0.136513,0.209446,0.134126,0.130309,0.202018,0.173379,0.157812,0.141275,0.119669,0.097588,0.165023,0.247939,0.141271,0.215376,0.129842,0.138566,0.100017,0.118145,0.165149,0.180927,0.072445,0.112023,0.089786,0.077215,0.179502,0.093236,0.070041,0.100756,0.182709,0.178913,0.126369,0.174881,0.18584,0.170798,0.176878,0.096828,0.115697,0.124588,0.213701,0.234125,0.236587,0.186621,0.159223,0.139046,0.174625,0.251902,0.126673,0.143905,0.140634,0.20087,0.141887,0.187358,0.186261,0.244077,0.107565,0.079941,0.089339,0.079743,0.169077,0.075516,0.065133,0.169471,0.101265,0.123427,0.169913,0.143936,0.179294,0.284591,0.278455,0.09281,0.189071,0.145437,0.157429,0.14564,0.136947,0.137382,0.171827,0.171737,0.149691,0.146684,0.127116,0.121964,0.118695,0.21947,0.103841,0.166196,0.116953,0.075172,0.091095
power_ch_CP5_freq_alpha,0.230321,0.15239,0.075111,0.0742,0.113397,0.083831,0.203026,0.142524,0.199925,0.13648,0.089287,0.08258,0.115382,0.079136,0.260013,0.131901,0.099236,0.150579,0.148693,0.101612,0.100226,0.203496,0.087877,0.087254,0.078156,0.060446,0.137519,0.149651,0.169763,0.081231,0.132396,0.183825,0.1028,0.044474,0.146893,0.093967,0.078675,0.106081,0.303875,0.289676,0.095805,0.177052,0.175199,0.184858,0.275966,0.209692,0.202298,0.119286,0.147493,0.21904,0.20459,0.206448,0.243182,0.303114,0.091104,0.147379,0.108436,0.179254,0.174784,0.164511,0.135985,0.168529,0.228089,0.128948,0.273747,0.30445,0.244235,0.044468,0.178949,0.130514,0.092045,0.047793,0.064719,0.137379,0.043911,0.16687,0.11753,0.122974,0.063209,0.24749,0.129808,0.100641,0.124251,0.138632,0.203003,0.223065,0.084608,0.12881,0.102572,0.16713,0.182304,0.137015,0.279175,0.166626,0.11004,0.100509,0.212155,0.087369,0.158859,0.125109,0.199565,0.190339,0.135588,0.155559,0.180596,0.083773,0.118411,0.20748,0.103981,0.093915,0.077184,0.102229,0.290971,0.238664,0.07698,0.196768,0.089006,0.266841,0.189408,0.177392,0.051461,0.157382,0.196017,0.149959,0.18799,0.08407,0.161141,0.125021,0.163176,0.150376,0.185457,0.196252,0.397481,0.279736,0.091576,0.162882,0.187046,0.199656,0.1109,0.190814
power_ch_CP5_freq_beta,0.195101,0.147691,0.115279,0.144054,0.149467,0.124674,0.2063,0.325787,0.171382,0.235333,0.23889,0.143517,0.158772,0.107201,0.201987,0.169606,0.194986,0.147296,0.16639,0.156412,0.1583,0.145476,0.102038,0.144896,0.161835,0.089695,0.254599,0.176868,0.153694,0.170226,0.152657,0.173973,0.09579,0.088011,0.191127,0.138125,0.108145,0.098985,0.229864,0.197908,0.08787,0.136704,0.168647,0.16103,0.212638,0.230499,0.139377,0.133947,0.184853,0.254699,0.264686,0.226022,0.220205,0.178084,0.138884,0.234039,0.184443,0.226511,0.279441,0.175205,0.148541,0.248335,0.184462,0.191794,0.230249,0.140076,0.159218,0.086316,0.152089,0.35549,0.173824,0.085341,0.193991,0.202427,0.063495,0.190566,0.104892,0.184338,0.182184,0.169861,0.192395,0.117259,0.170451,0.192863,0.104175,0.243424,0.120316,0.130481,0.111486,0.234372,0.209037,0.166195,0.18944,0.246651,0.187036,0.145589,0.201353,0.060571,0.162732,0.14885,0.233428,0.162604,0.280281,0.247825,0.220085,0.186724,0.171836,0.124806,0.145932,0.170744,0.124572,0.195623,0.322245,0.164343,0.145265,0.254166,0.09983,0.236194,0.18267,0.205647,0.052818,0.186361,0.18087,0.140884,0.161289,0.12707,0.297884,0.201275,0.205316,0.215594,0.270694,0.193954,0.197301,0.118083,0.186919,0.152491,0.279379,0.15041,0.126188,0.205731
power_ch_CP5_freq_lower_gamma,0.042232,0.044969,0.018656,0.048734,0.030739,0.033242,0.045578,0.042412,0.063486,0.071934,0.07546,0.057169,0.048194,0.033173,0.031862,0.033775,0.077245,0.030833,0.042534,0.048554,0.044555,0.033203,0.039837,0.031602,0.058429,0.018874,0.052808,0.022045,0.049043,0.02353,0.064301,0.028095,0.034029,0.045373,0.044074,0.047477,0.035273,0.029264,0.02421,0.042738,0.026156,0.024101,0.034375,0.032211,0.037288,0.039363,0.043005,0.03423,0.027724,0.04123,0.037606,0.031239,0.039269,0.041388,0.045831,0.057566,0.051104,0.023076,0.04439,0.065703,0.033734,0.02096,0.041012,0.037496,0.027343,0.026172,0.022163,0.012191,0.03778,0.038187,0.037333,0.021976,0.046253,0.042026,0.020631,0.056488,0.015864,0.046764,0.036159,0.035112,0.030373,0.024258,0.034415,0.036268,0.021679,0.043853,0.018367,0.021128,0.037899,0.055269,0.043025,0.047018,0.038385,0.059801,0.031467,0.0304,0.044241,0.02176,0.061785,0.038467,0.03593,0.038292,0.063625,0.054584,0.042039,0.0371,0.047948,0.026285,0.025852,0.042473,0.016804,0.028032,0.042775,0.060612,0.043479,0.041055,0.027237,0.027206,0.034869,0.052327,0.018757,0.038537,0.038525,0.03809,0.035006,0.036513,0.061,0.043816,0.046113,0.032171,0.043045,0.030555,0.019403,0.021955,0.053479,0.037113,0.063987,0.03053,0.024714,0.025928
power_ch_CP5_freq_upper_gamma,0.028626,0.031095,0.019542,0.060451,0.033875,0.038011,0.043374,0.039792,0.041217,0.064776,0.049488,0.03867,0.046014,0.03106,0.033308,0.032226,0.059997,0.044949,0.049152,0.043587,0.042333,0.035283,0.037185,0.036369,0.043101,0.022641,0.06585,0.03097,0.053996,0.033516,0.044539,0.063695,0.037854,0.03052,0.05889,0.042826,0.037582,0.036501,0.031022,0.041204,0.034365,0.043516,0.035729,0.040998,0.045857,0.05869,0.041934,0.036041,0.033189,0.053948,0.042945,0.047165,0.037121,0.054126,0.038609,0.047681,0.038496,0.029365,0.042685,0.077751,0.03576,0.019419,0.055138,0.033887,0.023438,0.040321,0.031756,0.017052,0.033518,0.058637,0.034599,0.026335,0.042623,0.047444,0.014162,0.058275,0.013929,0.032243,0.031601,0.032565,0.025202,0.019141,0.037056,0.031072,0.024717,0.032914,0.015278,0.019386,0.025075,0.056588,0.037924,0.047103,0.037337,0.074532,0.032688,0.02849,0.037669,0.027688,0.048113,0.048643,0.035652,0.038299,0.049563,0.039014,0.049864,0.036064,0.04308,0.032504,0.026971,0.047291,0.022631,0.025045,0.031366,0.049386,0.03031,0.04328,0.025997,0.034056,0.033624,0.076289,0.023162,0.060396,0.046538,0.041081,0.04225,0.03662,0.05975,0.030072,0.046554,0.037238,0.038201,0.029173,0.020192,0.016058,0.053926,0.039251,0.063577,0.044994,0.036815,0.025448
power_ch_CP1_freq_delta,0.454177,0.327367,0.345006,0.48911,0.418845,0.535146,0.524655,0.354303,0.415616,0.331831,0.370128,0.445686,0.474641,0.347192,0.440872,0.461837,0.461383,0.425852,0.459491,0.333364,0.267979,0.372024,0.499575,0.374821,0.449042,0.340292,0.437332,0.380979,0.382569,0.320557,0.297127,0.433583,0.364599,0.303958,0.541603,0.429871,0.269102,0.208056,0.213429,0.457609,0.405941,0.460541,0.433667,0.463855,0.301851,0.410823,0.27911,0.445483,0.365228,0.423741,0.228266,0.316988,0.382181,0.339201,0.480765,0.49128,0.440184,0.39696,0.450983,0.432858,0.486889,0.424439,0.29346,0.399481,0.468192,0.312038,0.365449,0.446517,0.272738,0.314149,0.456889,0.448879,0.418265,0.500274,0.42316,0.405469,0.362697,0.36509,0.467818,0.36177,0.375327,0.353768,0.464991,0.443594,0.535774,0.501789,0.305615,0.224252,0.384356,0.478888,0.417119,0.499965,0.447529,0.355422,0.501516,0.324033,0.288087,0.5065,0.273301,0.381671,0.239672,0.37031,0.457487,0.330808,0.318571,0.400714,0.339406,0.430316,0.263712,0.312319,0.440432,0.486944,0.406198,0.51707,0.503467,0.141987,0.304785,0.256787,0.348844,0.227969,0.490217,0.458777,0.313078,0.357695,0.396275,0.2311,0.365045,0.356251,0.281075,0.310652,0.350083,0.226486,0.367348,0.311538,0.363755,0.267637,0.418696,0.513391,0.414771,0.435403
power_ch_CP1_freq_theta,0.209553,0.176108,0.17417,0.122498,0.15145,0.05942,0.095138,0.150226,0.099208,0.135883,0.225899,0.068779,0.054079,0.165231,0.053335,0.175053,0.072085,0.117937,0.125802,0.160824,0.191148,0.117753,0.164383,0.136421,0.086014,0.2278,0.153924,0.277404,0.147356,0.136844,0.142805,0.162418,0.192922,0.142431,0.133224,0.168644,0.236028,0.247283,0.275643,0.074109,0.172382,0.061645,0.143536,0.123633,0.193154,0.151434,0.360175,0.100611,0.147142,0.155437,0.239602,0.237558,0.214224,0.221915,0.053259,0.082369,0.143912,0.114522,0.146377,0.122875,0.069759,0.156741,0.213382,0.143101,0.046077,0.141591,0.175672,0.100036,0.16306,0.111443,0.065628,0.105,0.118122,0.051803,0.139797,0.131294,0.235388,0.154524,0.070002,0.19438,0.118594,0.192298,0.148297,0.155798,0.063954,0.059387,0.183565,0.278152,0.162347,0.071414,0.134398,0.162963,0.188436,0.119786,0.068961,0.144447,0.178085,0.117799,0.158801,0.105668,0.159718,0.200154,0.092537,0.139629,0.172412,0.141748,0.157572,0.103004,0.175315,0.243374,0.112351,0.074538,0.114405,0.128179,0.045448,0.167639,0.226977,0.14256,0.21248,0.211993,0.144333,0.06423,0.15377,0.101897,0.197632,0.12516,0.16911,0.138536,0.166448,0.166823,0.205704,0.195552,0.177135,0.209041,0.088296,0.176318,0.120136,0.113058,0.197894,0.189248
power_ch_CP1_freq_alpha,0.070424,0.156678,0.106621,0.057503,0.129443,0.039529,0.07434,0.109344,0.128745,0.109403,0.112035,0.059441,0.03457,0.149895,0.085581,0.070407,0.065277,0.160906,0.077128,0.221786,0.195617,0.144918,0.06364,0.122069,0.065871,0.129449,0.118448,0.090726,0.098141,0.169493,0.115951,0.090619,0.157056,0.189941,0.082754,0.080601,0.173185,0.196416,0.233475,0.058715,0.225282,0.082284,0.137725,0.136383,0.22623,0.174529,0.193927,0.144955,0.136548,0.089965,0.256135,0.253808,0.201382,0.179348,0.051808,0.062968,0.07794,0.113498,0.065408,0.108106,0.076934,0.125655,0.242244,0.140666,0.055398,0.158791,0.125445,0.071051,0.26092,0.145649,0.077819,0.051453,0.06918,0.032023,0.107451,0.106054,0.152879,0.156139,0.057734,0.167964,0.144487,0.186471,0.076801,0.109937,0.038347,0.038021,0.172037,0.186398,0.097418,0.081153,0.091233,0.073184,0.125354,0.119573,0.102031,0.185818,0.213714,0.108154,0.225187,0.120434,0.240312,0.174335,0.06548,0.10905,0.218004,0.130427,0.111715,0.131987,0.22948,0.14738,0.094241,0.050775,0.07482,0.089515,0.052642,0.234068,0.141022,0.163077,0.102848,0.207777,0.061026,0.045985,0.22411,0.179814,0.166916,0.16478,0.130587,0.104543,0.169593,0.17424,0.187615,0.278033,0.146505,0.169686,0.093267,0.162943,0.126921,0.04227,0.082491,0.071888
power_ch_CP1_freq_beta,0.131068,0.14598,0.153951,0.057607,0.133911,0.030414,0.049865,0.188262,0.112294,0.203573,0.119,0.124763,0.089537,0.159776,0.119205,0.074442,0.076814,0.122571,0.099128,0.193618,0.250137,0.155426,0.080141,0.17741,0.075664,0.186926,0.107329,0.110215,0.175629,0.198275,0.182279,0.090127,0.099237,0.189382,0.071231,0.127471,0.180757,0.224379,0.18938,0.1258,0.107757,0.104274,0.082827,0.075302,0.151117,0.093255,0.149447,0.081277,0.194607,0.12214,0.192008,0.140268,0.1159,0.11009,0.081217,0.100786,0.099695,0.147901,0.109963,0.090078,0.071165,0.095305,0.136848,0.091882,0.105758,0.175183,0.139946,0.077133,0.16431,0.182864,0.11049,0.111338,0.132039,0.055335,0.085272,0.103271,0.110162,0.128175,0.076719,0.116824,0.148048,0.158312,0.069772,0.101259,0.028189,0.056953,0.155144,0.231952,0.166998,0.09147,0.122355,0.137999,0.1494,0.168633,0.085857,0.220551,0.17818,0.086557,0.253186,0.128034,0.204106,0.115116,0.134222,0.181037,0.180908,0.125154,0.203599,0.077143,0.201284,0.148009,0.119101,0.076335,0.129983,0.113996,0.045805,0.256974,0.133132,0.214561,0.100677,0.177225,0.086577,0.089273,0.146936,0.167025,0.115678,0.244949,0.186494,0.174137,0.19193,0.148892,0.1149,0.207157,0.095662,0.116941,0.189461,0.20298,0.136084,0.046594,0.111459,0.100828
power_ch_CP1_freq_lower_gamma,0.028885,0.03346,0.029418,0.01948,0.037518,0.008854,0.008932,0.038531,0.024553,0.027705,0.046284,0.033094,0.025694,0.030503,0.022013,0.019022,0.023277,0.033892,0.022539,0.037826,0.041375,0.025838,0.022577,0.055942,0.031866,0.047728,0.021392,0.02511,0.033594,0.027165,0.053223,0.020738,0.032737,0.047554,0.021921,0.033704,0.056147,0.049975,0.035323,0.02262,0.025405,0.020848,0.02368,0.016219,0.023843,0.020172,0.033261,0.016702,0.0254,0.01831,0.042036,0.024582,0.027592,0.025054,0.021819,0.037576,0.022141,0.015394,0.017092,0.03601,0.020053,0.010685,0.03864,0.024972,0.019598,0.035552,0.024553,0.020601,0.033117,0.057,0.022903,0.024673,0.030011,0.021919,0.023107,0.025238,0.025261,0.02805,0.019908,0.024748,0.02754,0.025574,0.018749,0.022864,0.008948,0.012576,0.025697,0.043315,0.037761,0.035281,0.022249,0.032791,0.024539,0.049166,0.014238,0.033444,0.025064,0.019853,0.02926,0.035686,0.036597,0.019466,0.032743,0.035689,0.033508,0.020831,0.034565,0.019147,0.049443,0.066381,0.021145,0.012958,0.027232,0.028165,0.009745,0.066246,0.034871,0.047272,0.026538,0.052317,0.021125,0.018404,0.03278,0.027692,0.027249,0.065536,0.056246,0.030691,0.032743,0.046868,0.027713,0.035574,0.023866,0.023198,0.050867,0.049881,0.020282,0.018711,0.028198,0.016173
power_ch_CP1_freq_upper_gamma,0.031542,0.025897,0.030343,0.018757,0.056612,0.006926,0.015536,0.031618,0.025618,0.034076,0.029628,0.025591,0.022639,0.05028,0.021688,0.017175,0.022682,0.02905,0.028696,0.026741,0.040276,0.032112,0.021645,0.041159,0.020368,0.04631,0.02351,0.024734,0.045285,0.031339,0.05183,0.022392,0.031169,0.04367,0.022702,0.026507,0.05474,0.033175,0.031224,0.023003,0.026443,0.026155,0.021411,0.015436,0.028937,0.019961,0.026389,0.014571,0.03344,0.020699,0.046543,0.025097,0.021857,0.026933,0.017599,0.023657,0.026281,0.017439,0.032931,0.03383,0.017366,0.011043,0.043621,0.027914,0.01582,0.051345,0.030712,0.0263,0.031923,0.054613,0.016234,0.022925,0.026014,0.01294,0.019659,0.027822,0.027628,0.017772,0.016065,0.022027,0.020599,0.025088,0.018394,0.027645,0.00786,0.010007,0.030203,0.067293,0.031853,0.027767,0.021429,0.028221,0.018504,0.035981,0.019128,0.027375,0.033715,0.022765,0.030437,0.044199,0.040852,0.025042,0.029632,0.052552,0.036272,0.030429,0.06492,0.019455,0.055418,0.045005,0.026536,0.014944,0.028405,0.040366,0.010664,0.071319,0.0537,0.059866,0.026935,0.065756,0.027092,0.017413,0.056405,0.027757,0.034435,0.062658,0.0526,0.039802,0.045907,0.045619,0.035658,0.029839,0.023454,0.032805,0.059805,0.049231,0.028152,0.016686,0.049998,0.011594
power_ch_Pz_freq_delta,0.393144,0.479228,0.381633,0.526706,0.545176,0.389055,0.45629,0.493613,0.539324,0.319841,0.2519,0.415846,0.412313,0.241606,0.451168,0.44854,0.349974,0.447581,0.505314,0.338498,0.262771,0.505162,0.472789,0.40262,0.432961,0.488485,0.329916,0.235122,0.399636,0.411793,0.333619,0.499279,0.419883,0.483246,0.449558,0.499101,0.379845,0.340804,0.378714,0.46894,0.482652,0.536055,0.406358,0.450805,0.377282,0.4687,0.269233,0.457513,0.443825,0.502966,0.472758,0.433283,0.411666,0.215406,0.424726,0.538339,0.356937,0.526279,0.48433,0.506123,0.531675,0.458326,0.356103,0.448451,0.427976,0.397638,0.507319,0.505261,0.420369,0.519831,0.424481,0.478016,0.501948,0.522017,0.493107,0.480511,0.390103,0.326696,0.366903,0.325297,0.344813,0.356897,0.555312,0.53268,0.252383,0.490828,0.345155,0.281173,0.441927,0.463242,0.374301,0.412228,0.494365,0.464117,0.556936,0.409171,0.365661,0.478421,0.322106,0.458746,0.366827,0.270658,0.492882,0.414704,0.507687,0.34391,0.400574,0.417016,0.409217,0.341471,0.384057,0.496245,0.30658,0.580157,0.525359,0.443609,0.339679,0.302732,0.408453,0.364805,0.502871,0.47439,0.312463,0.467752,0.338377,0.326177,0.457114,0.453435,0.28586,0.352013,0.399178,0.18483,0.351938,0.235188,0.381471,0.428519,0.444479,0.526097,0.486225,0.429514
power_ch_Pz_freq_theta,0.182591,0.055495,0.101212,0.040138,0.036041,0.119419,0.153332,0.09283,0.044597,0.175142,0.323889,0.097405,0.084929,0.185444,0.067066,0.124853,0.172688,0.079243,0.164909,0.12198,0.162548,0.052752,0.199608,0.085032,0.117396,0.063934,0.184197,0.356301,0.120996,0.119238,0.100458,0.071049,0.149791,0.061311,0.090733,0.090746,0.117011,0.176319,0.18951,0.077612,0.084918,0.02926,0.196012,0.119765,0.092511,0.092731,0.300954,0.054698,0.118752,0.076292,0.078562,0.148543,0.185943,0.316233,0.077334,0.02251,0.119771,0.031764,0.127411,0.051767,0.043892,0.090854,0.116003,0.103728,0.091831,0.080169,0.07007,0.077247,0.091287,0.037932,0.084571,0.059216,0.060164,0.041504,0.122039,0.071357,0.106022,0.16168,0.104043,0.143925,0.225383,0.17832,0.055053,0.031431,0.243707,0.132114,0.162443,0.181062,0.117023,0.079163,0.191225,0.132275,0.113583,0.056116,0.055848,0.192528,0.168535,0.046167,0.132653,0.079844,0.12155,0.239411,0.061424,0.078513,0.079038,0.227525,0.132291,0.118639,0.128292,0.205064,0.1169,0.081235,0.134621,0.053688,0.044048,0.078908,0.163026,0.120951,0.093182,0.194496,0.115789,0.082048,0.169158,0.10559,0.173208,0.121166,0.152449,0.071898,0.11054,0.149193,0.153071,0.196937,0.127736,0.372671,0.143229,0.088343,0.156031,0.04522,0.087641,0.245913
