,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
insula-rh_theta,11.621175,14.3631,25.208093,29.4889,18.413871,25.333097,39.492711,18.010345,33.519224,22.610233,13.274265,15.522099,8.976448,17.830091,15.365079,68.218024,8.176951,14.822709,30.246148,34.175356,11.217327,16.259363,17.755829,15.533341,30.419427,27.950874,32.297098,35.073479,45.613531,20.506973,20.483835,29.74846,38.329227,18.436037,32.889693,21.822743,20.353772,21.847405,109.133643,9.531599,73.371223,23.734791,36.936073,33.086809,135.671264,117.791864,46.127225,224.537975,113.243587,30.807422,76.05035,55.50101,32.054428,30.327918,24.109936,16.007531,14.720512,52.321889,35.45955,31.699207,25.192279,39.62074,15.595824,27.633356,7.332978,20.958146,18.34716,28.758368,41.1028,13.679363,20.698781,9.774285,21.545836,17.749326,27.17609,12.941744,26.412198,35.930393,19.890533,24.056911,29.711776,45.997435,49.277232,14.728064,43.473886,31.090272,44.372546,13.300216,14.786847,12.060667,11.772783,17.785624,10.306157,23.463579,21.367268,8.227065,21.728294,24.259695,27.815343,19.198346,25.799033,21.416398,29.245126,11.626443,19.192985,65.590407,31.02321,41.786863,19.158036,35.021924,15.661016,45.561338,20.713332,12.146099,20.868678,21.4294,29.736244,45.238698,33.946472,17.553887,118.28672,6.092364,21.857608,63.179793,38.664183,18.945982,41.620744,28.649114,34.256986,12.171212,40.504382,56.777132,17.503118,26.474398,21.029627,10.622059,22.188993,44.952138,39.888297,15.341617
isthmuscingulate-lh_theta,14.111254,76.557916,19.081782,10.551685,11.459461,44.373299,25.664684,5.375456,21.480707,16.599285,23.043999,13.366523,19.362239,21.306658,41.189292,20.062317,14.420767,16.012744,15.438407,17.167332,9.155309,38.005279,14.61128,11.086387,24.498653,32.602007,7.071837,39.405489,25.570734,11.39751,51.069671,10.941451,15.479006,19.286917,36.324422,18.631326,12.278717,28.934315,42.316492,7.806332,17.447251,16.126331,62.635379,14.359531,36.346132,19.070247,56.71257,18.743023,50.516475,20.55765,20.733633,15.890802,27.800407,26.958035,30.830678,23.60934,18.309377,74.405479,29.714691,26.128864,28.216357,30.393537,38.660646,56.416628,56.091332,8.857121,29.644255,21.676809,23.5222,4.550126,23.413672,14.733329,17.127139,37.274356,29.626505,24.797784,42.741819,21.1418,23.420027,38.201707,35.116472,53.633973,69.068035,20.236414,25.892616,23.680121,20.038924,47.433608,27.371938,14.124435,15.123998,31.303124,47.562671,20.217036,22.151581,15.632016,13.129393,53.553597,13.531757,19.761325,22.997055,25.318393,18.607025,21.015345,27.817635,22.124117,21.935162,29.725558,12.480282,59.730983,18.871326,20.470956,9.596199,5.482661,8.008386,23.684301,19.68963,27.492125,104.262628,47.824436,66.722423,41.470433,19.595884,28.825957,36.982129,20.219317,15.068698,12.299369,19.013025,18.470945,21.689496,32.120339,35.581328,17.00918,15.191936,17.476754,17.896193,56.251472,42.134254,29.788772
isthmuscingulate-rh_theta,28.868213,14.541003,14.498144,30.286595,36.097483,7.846247,28.517043,17.013963,20.610843,22.23813,22.465248,26.781077,15.490139,13.585413,44.074476,48.60938,23.295642,21.455501,28.816471,25.56401,14.900258,16.00357,23.123326,36.79668,9.277798,9.097518,26.645773,27.753033,24.99764,24.445671,29.17955,12.106352,19.853622,40.705617,66.48173,11.710755,28.402096,67.012129,70.110416,14.909303,46.456084,43.370813,21.911689,27.008118,24.831203,21.362615,38.993854,48.631826,70.790522,13.447373,22.03383,46.918682,51.80574,32.557694,28.762482,24.077909,32.229663,84.329791,11.150939,13.92547,13.906883,36.894016,46.750926,69.586664,34.586847,14.718174,18.530805,60.925686,40.514091,17.748883,38.342693,17.044474,7.923977,20.170985,15.379522,32.33074,50.387879,14.446242,9.705506,33.451181,32.553516,61.626394,61.816929,30.527345,10.907049,31.683637,8.667061,55.73603,18.068148,21.619671,36.380178,26.67658,17.144731,26.723951,8.457138,38.207541,24.401648,23.565876,8.367568,21.991166,36.331419,18.63267,18.723907,25.946493,11.670727,28.537499,19.31188,16.612592,19.15464,34.490314,22.06683,30.666301,32.56139,11.942597,24.470172,20.854509,51.489294,44.360506,54.592686,27.650645,69.535291,35.385437,28.05236,50.758517,83.163516,70.353707,15.384208,10.560635,9.206273,19.85767,22.942087,6.099638,34.414748,61.483821,30.716188,23.686074,20.69385,10.633433,35.459705,30.786678
lateraloccipital-lh_theta,2.899316,4.038687,11.049208,2.888274,3.62883,4.762461,14.781873,1.256342,4.026703,6.234066,8.519326,4.158654,4.143118,5.291735,3.177761,1.033495,1.960442,1.369653,2.107783,3.528613,4.851828,4.948917,1.883592,3.384499,3.722885,8.68551,6.163947,7.164421,6.72394,2.475909,2.743904,4.541666,5.961035,6.458334,3.852295,3.070162,7.471567,2.703704,4.701128,2.89876,6.267901,2.916435,4.352153,5.189892,3.367553,5.764966,4.858709,14.669104,5.588877,2.108566,3.738784,11.122444,8.262041,7.891614,4.402194,1.646153,1.087044,5.133553,4.536621,1.195676,5.306775,15.956902,7.295883,8.353597,6.119896,1.976414,3.917771,10.29556,11.380758,2.401495,3.024232,1.278721,1.284923,4.306786,3.990136,3.515698,5.340509,4.354944,4.135301,2.135669,8.203286,2.30912,12.518244,7.403043,4.354282,6.753077,2.209707,2.204002,3.493925,10.271471,1.701248,3.722363,10.473708,5.037004,5.100473,6.513689,3.783612,3.658219,2.596224,2.057043,6.693375,1.551451,7.380662,2.286625,2.295494,9.969078,19.871656,3.304937,5.415678,4.740079,7.360948,11.482314,5.060992,2.901369,2.723178,0.948767,4.376492,3.233231,3.532728,7.912956,10.093452,3.229621,4.276311,8.234836,5.63515,2.759056,1.775453,6.371998,2.479692,2.742571,2.748677,3.877823,8.94935,14.021567,1.305867,3.26531,5.341756,6.7131,4.551127,6.514635
lateraloccipital-rh_theta,1.482128,1.634331,2.856768,9.900001,5.410684,6.493054,11.989451,4.041684,3.869255,6.165264,9.054718,2.843995,3.576274,2.283826,13.931217,12.551691,3.711081,2.37747,3.429323,3.177332,0.917661,3.332727,7.190507,2.596461,2.118701,1.329761,11.494227,1.460009,6.047234,4.963548,5.137751,5.833409,5.868807,9.441563,4.14294,4.546241,3.204933,8.169324,18.608177,3.347417,5.679075,3.904371,10.622659,4.580794,3.239236,5.45961,7.860079,7.532456,4.475052,4.163381,3.140886,7.951507,4.627733,8.084843,4.023064,0.851234,2.487121,3.036356,2.946929,1.90009,1.00606,14.362619,5.233082,20.436322,1.775959,2.358285,2.886906,9.209871,7.66808,1.467372,2.766106,1.634862,3.074605,3.315475,5.459257,4.386789,10.245969,3.551714,1.616338,2.317052,6.559961,7.339994,12.106424,2.334485,5.757599,1.940018,3.78259,8.448821,1.317325,5.39455,8.446718,2.143819,7.151312,9.568179,2.120916,7.294033,2.983984,3.912618,4.585933,5.97415,6.781023,11.434201,6.043707,3.270995,5.220845,8.896986,9.86668,4.937603,7.857038,3.178644,6.600332,9.86711,2.632846,2.130114,4.803324,3.787913,13.022136,2.480075,8.167478,4.650506,6.274175,1.530344,3.881045,6.229909,11.957821,6.27585,2.496175,2.094727,2.184452,4.632759,4.09347,5.245963,11.27031,15.884209,2.011647,5.464181,5.495025,5.03556,8.746692,14.025941
lateralorbitofrontal-lh_theta,4.385888,13.466735,14.86239,8.673178,50.551347,14.850974,12.341018,6.383859,10.205558,13.567124,7.939204,4.008087,5.376799,6.984313,4.863579,32.73383,11.93444,9.30036,11.857533,9.825374,6.385867,3.511467,7.665664,10.200114,5.891136,6.920478,6.301848,12.412038,27.543071,6.544271,10.668275,18.969883,2.737104,8.307818,17.094037,5.538323,4.444935,11.70397,72.974047,7.991153,19.858577,11.52386,14.903701,31.604749,82.042533,82.600902,41.926834,126.308559,142.576678,82.72537,49.259199,47.093714,181.296137,33.348915,9.70954,8.24473,17.699569,26.231286,5.841487,13.663273,13.325261,105.568737,30.661898,144.591225,14.194812,15.112583,16.889179,16.488555,17.488985,10.9917,8.03839,6.529598,6.826415,17.833865,11.692067,10.997187,32.585163,24.301003,11.740932,5.859172,10.07656,9.507443,51.194776,12.582908,41.538175,10.982308,9.279746,10.446082,5.55923,15.280107,15.895293,16.831544,18.37348,14.471777,3.210635,26.369095,13.965644,8.282541,23.352575,7.567139,26.541478,6.374918,8.783708,7.046927,13.976476,7.456038,18.32921,14.504261,13.048058,13.908618,15.004568,30.174581,4.634544,6.395758,6.226528,6.240617,13.137634,18.625472,10.332903,10.533986,19.719644,7.411781,27.833846,15.460713,27.627947,20.76467,8.652528,11.805999,5.518492,9.251434,10.094299,15.331299,37.002266,61.644035,59.174678,10.511285,13.854232,22.68633,29.297402,15.079236
lateralorbitofrontal-rh_theta,10.560221,11.686377,33.837374,12.827351,29.98201,7.789091,9.048572,6.939036,19.851084,10.2542,10.161903,5.324222,5.364145,11.538257,7.719116,41.993378,9.031664,22.484186,16.185309,19.922481,7.508784,5.553749,15.537509,10.843418,7.804338,9.27493,22.521507,29.830708,37.555349,12.156425,14.571948,27.870843,7.367883,16.267043,22.894537,10.406657,17.339782,25.980967,77.222218,8.848826,45.623022,13.790326,17.298142,15.596933,96.839581,141.975973,72.051506,318.837742,152.438366,71.457415,77.414811,21.056947,127.583916,59.518474,7.710807,6.247693,10.071125,36.442292,34.118427,12.494015,12.805095,59.864885,21.497795,52.008921,11.093866,9.126668,18.606364,22.700723,26.53348,4.4266,9.412552,4.555311,7.905848,18.200389,30.477849,10.629303,42.58949,10.700806,10.414195,7.215148,10.810182,15.602722,53.679502,14.208226,31.481846,18.492902,27.784251,15.411,8.320647,6.732976,15.936021,12.578178,14.950424,12.119451,10.354853,18.286502,8.568808,8.656932,28.286079,3.925079,18.522574,12.859455,31.449546,5.072907,11.05284,27.73594,18.706646,16.527065,15.75942,8.131248,7.103277,34.773725,13.200178,11.701907,10.959993,15.078221,35.540005,40.890601,22.624588,13.25803,81.113489,3.633173,16.392,22.569737,32.190863,22.130694,25.458504,12.786085,15.584976,17.434965,22.587681,46.725211,24.770628,82.672216,57.503631,15.302196,16.239965,37.923815,32.891209,20.499855
lingual-lh_theta,22.280636,19.725931,22.766504,45.041074,24.523743,59.949272,93.253957,15.669049,29.991356,56.409122,65.491339,18.00914,16.189932,16.323805,39.11556,64.287981,21.587482,14.076593,40.117491,35.712617,36.676545,30.833827,54.879209,17.152156,20.608232,40.639167,40.667448,35.375502,44.845473,24.22399,23.962777,22.420567,26.135095,74.192837,18.69911,43.117498,45.156711,42.009668,127.824111,26.318598,65.49516,31.239312,64.00979,22.266189,28.581111,34.261782,77.526888,54.732792,16.661117,29.379723,22.740291,77.626537,90.231555,24.457174,44.873468,24.346219,28.996159,52.782548,39.170858,27.549084,23.015214,119.682567,35.956286,165.407065,10.29762,14.315506,34.190808,58.642678,28.198636,14.394174,22.266886,26.98914,36.902364,57.765526,24.580288,12.683141,126.089172,22.611058,15.128651,20.966425,20.190195,70.860789,78.528496,19.866582,53.05293,22.577454,41.877863,59.688229,16.628136,24.917583,61.064854,41.222476,41.109939,49.231762,47.697454,46.290433,38.053213,34.795068,16.298798,26.827075,20.603496,119.101095,19.231513,18.638164,27.926152,84.710265,26.402439,70.071753,66.43467,40.126773,26.732326,52.491876,37.51162,10.964685,34.174496,15.145728,72.351236,12.180094,49.633358,38.749175,41.557627,28.098548,42.835257,31.065789,72.330085,50.939996,12.290923,12.438497,34.956543,40.545783,17.218856,41.857322,98.515015,73.91883,26.840684,65.202366,66.245715,45.6916,88.820821,181.209569
lingual-rh_theta,20.337033,14.467125,15.378404,76.034493,25.246226,63.947203,63.668631,11.088366,34.821544,62.548966,74.995236,16.313998,17.668687,26.999979,34.4668,69.211071,27.47304,10.581348,34.507938,41.746218,21.663758,42.119236,44.367173,17.46301,36.279421,46.468103,24.193791,51.213897,32.193334,25.683562,29.943618,22.645023,49.370675,93.817338,40.063671,42.218089,49.437769,72.792057,119.093494,23.808899,69.133455,37.172068,71.403584,20.728293,12.737858,56.476348,98.243878,41.848229,11.375726,23.265652,42.695533,56.843324,61.620491,16.078517,42.587223,21.274813,27.214506,33.98438,50.441902,34.848508,18.181155,79.817373,17.19926,90.059529,14.608901,6.402088,44.313526,41.937128,20.644328,14.761771,17.976091,21.547278,26.576554,49.895759,43.328451,22.470715,105.041852,21.432593,16.311979,16.088711,29.239594,67.431222,92.583694,29.627619,50.793383,30.958506,32.19823,57.273338,9.369347,22.216014,70.976779,40.895199,46.690829,35.520742,25.709129,47.601644,36.296623,46.909342,31.160708,36.969653,15.969655,142.767043,15.728979,32.816329,29.279026,69.590394,54.854211,65.430005,70.228531,33.943092,38.426143,116.117694,28.859815,26.361564,34.085257,19.889007,79.55569,20.621758,35.18525,39.232348,76.520533,19.736664,52.941433,43.950609,43.712992,58.165091,7.332568,18.609546,17.867697,31.688493,19.438992,65.343843,60.986835,42.009083,14.3794,74.575352,60.977827,44.024553,77.806031,171.032734
medialorbitofrontal-lh_theta,42.224319,9.574796,7.822121,26.057049,36.289709,25.183699,37.215506,17.566337,25.833475,12.34687,13.586439,6.351243,2.358932,7.917534,41.244371,21.488951,14.432463,28.992195,14.911672,20.908116,2.540979,4.142658,16.691452,7.442499,11.932977,7.559658,45.94978,16.014176,26.912029,13.865109,12.906301,31.312765,17.890101,16.126105,23.227988,13.685547,10.404805,28.238796,113.051445,27.477637,13.880253,24.808376,23.057961,75.45627,88.694073,32.515623,42.317592,76.524685,154.73182,83.93824,14.219564,88.543104,184.838026,41.526626,16.495276,11.666936,19.080703,43.817893,17.721472,6.554995,14.244694,158.910113,65.172571,259.468379,16.958978,18.35287,15.215807,58.201574,46.741104,26.201829,18.596429,17.346383,15.598423,14.236568,8.187856,16.867987,42.197309,17.325623,13.755371,17.045494,30.851304,25.619346,46.107704,27.68379,41.203753,29.901478,4.839983,36.029866,17.69044,40.830196,15.093782,12.73679,31.587874,37.864537,7.05847,70.358598,61.889096,23.822986,18.299086,10.962805,56.940735,24.475353,23.412853,13.789536,21.064427,43.617735,35.292583,19.656598,15.949356,44.461173,55.4555,17.951991,14.668275,19.889647,8.673785,10.309138,12.065884,29.63444,24.53066,20.277296,17.545259,35.091008,28.484022,39.11219,88.520142,19.333048,5.385872,14.740513,19.359117,19.841996,8.032906,18.776824,65.249419,194.506513,57.718689,7.647683,27.400677,36.54318,45.584534,17.298347
medialorbitofrontal-rh_theta,35.919299,12.649374,44.743125,26.962821,14.006264,16.323331,20.08739,19.517994,37.958742,13.50763,15.276461,8.506926,6.858291,20.854221,24.127904,43.833259,14.404468,43.416096,19.776582,32.007406,10.812416,5.426409,30.565419,9.796644,19.093032,13.356593,59.885723,38.447071,45.290432,16.440922,12.865387,47.555194,19.64217,19.698061,30.206877,12.561495,29.753416,35.111599,100.067107,15.344497,78.982072,16.759981,22.313179,26.464373,122.608341,202.622504,82.247931,395.398901,146.780226,70.547804,82.553849,37.131114,111.997091,82.224207,12.850702,6.260927,10.329241,35.361117,60.71488,13.798064,16.467398,62.438598,37.71418,41.678015,17.062458,11.089205,20.029992,51.789725,49.657751,15.776953,13.027294,11.012573,15.41327,19.91978,42.436541,14.742536,66.957617,8.184295,20.16851,12.811101,24.027673,25.459757,52.033393,27.088798,32.905767,30.003567,31.080104,30.613635,16.914205,24.70504,16.097612,8.03428,24.188988,33.425516,13.952766,32.800598,27.138148,22.541653,30.125122,6.580897,27.460274,28.69052,55.737642,6.012419,16.760066,73.526247,41.725198,23.907068,22.791968,19.368733,19.904604,48.699961,20.033365,23.298755,15.398468,18.732261,46.28459,61.800254,52.144935,19.994615,102.566158,9.706034,17.473466,43.485766,64.956205,18.241421,33.435338,18.271106,29.158453,28.284791,33.363031,72.262646,28.793581,141.521757,48.83784,14.206618,22.58394,42.954962,38.867832,27.75362
middletemporal-lh_theta,8.476424,6.241855,8.664002,7.64785,7.182336,1.528064,7.573747,3.397711,5.990137,5.151181,6.271207,7.376958,3.921353,6.374406,5.953422,12.187749,6.870484,7.576685,2.689023,10.623461,17.83376,6.661342,7.449157,9.313782,7.992376,12.469967,4.377053,14.726709,9.696878,8.252815,5.717345,5.47318,5.031839,2.541635,17.686706,3.561587,26.487223,3.728068,23.006151,3.789982,16.756665,6.270259,4.438787,10.176627,18.421465,16.751344,4.005706,5.097287,8.094533,10.893041,6.84357,20.117388,8.039133,14.900184,4.523529,6.750095,9.061464,20.791025,4.500502,3.259869,4.587433,26.912745,9.485377,33.936527,6.363492,10.640652,4.973674,8.861951,9.12065,5.916752,11.374584,7.90642,6.898346,4.177677,3.558937,2.748233,10.36186,7.124181,5.596074,8.377173,19.664622,17.86732,21.760186,6.291606,17.471608,2.797972,9.351507,33.851035,9.032427,5.594747,11.971871,9.248355,5.445171,10.693025,8.47567,11.767689,15.505286,6.069862,11.587925,6.214292,12.609912,6.137697,5.429401,3.684877,5.241458,5.863865,25.121728,7.363673,12.258351,12.142731,5.786026,18.562273,9.221272,5.518692,3.621293,6.725752,9.405035,17.787339,11.58985,7.035877,15.47165,14.342177,13.394681,10.656726,17.376504,4.413529,4.373455,13.3365,9.504446,5.65856,21.00649,9.317659,20.553059,15.802644,3.954006,14.125858,4.030012,32.113192,8.96656,9.092429
middletemporal-rh_theta,3.815823,2.797275,5.465393,8.386556,5.128284,6.727196,9.82824,9.875409,5.814767,6.414461,13.642322,3.913453,11.983788,6.519674,8.262985,13.883502,6.514332,8.945136,7.887986,13.308704,5.830048,9.503806,8.994413,3.45639,7.08506,7.971332,19.746943,5.358245,14.920096,10.173809,5.792945,7.147278,7.335508,4.282466,10.710359,4.966885,9.446355,11.553145,19.509143,6.13137,14.235528,4.588305,8.464983,10.810197,20.1409,43.257147,15.197139,27.182723,24.997937,16.47247,9.953454,7.205261,20.641683,13.070081,8.777137,3.276937,5.903665,11.12319,6.128148,3.990012,6.816047,11.090296,1.257596,8.821407,3.750199,4.631116,12.033606,8.54202,4.47542,8.380848,6.364962,4.053346,7.816332,10.004229,11.271232,9.541039,27.323092,8.360082,8.936301,2.447795,10.200182,10.853926,32.259062,12.537529,10.230722,6.712243,7.664118,19.177241,5.690545,5.502734,7.130741,3.458426,6.956297,8.503473,5.720245,9.62768,6.214517,13.746826,13.084519,5.254415,6.803542,30.52278,4.935383,7.630227,3.531319,4.812592,13.144518,5.534645,11.643217,11.671859,9.563542,16.067144,5.145359,4.637126,4.706652,1.776093,7.665655,5.680449,5.212198,14.241566,19.809607,6.278366,10.325997,23.330086,8.922902,12.753861,7.504828,5.279789,6.89923,1.916236,8.83136,13.041221,7.639648,21.256081,4.114566,10.643744,8.099402,6.945018,5.655826,10.419783
paracentral-lh_theta,2.685925,11.832134,6.252286,12.775199,10.28939,10.957964,6.231128,7.22678,6.6746,11.828597,2.22729,11.256554,19.279243,7.555609,9.747757,6.844832,9.638526,6.666091,9.986868,10.063324,5.976986,5.616694,3.132112,10.369369,6.701356,15.320244,13.36519,12.312081,8.220408,2.432588,12.542401,10.582928,8.284209,5.758353,17.731193,4.257206,5.176516,4.915316,15.320822,5.217946,5.642418,15.497658,21.766328,2.788133,63.932133,9.318415,5.416003,2.308696,11.152976,18.711994,8.393177,8.350438,6.094911,8.107795,7.630683,4.699952,10.545621,11.144291,14.065524,12.076381,7.909055,14.360855,12.438112,7.926063,2.863887,3.019016,5.994793,8.515441,4.521317,9.537592,3.99203,5.893105,3.290462,14.357473,11.341978,7.565134,14.929246,6.767589,8.778496,10.31465,15.003036,8.002411,53.500263,10.282917,3.676818,10.07236,5.156542,13.877878,5.59776,13.76412,11.74368,10.141025,7.858371,12.192327,3.97021,5.701046,4.507948,5.130217,9.641124,9.148367,11.739656,4.138798,9.303753,8.008186,9.40402,10.191731,14.640477,9.790878,7.368803,7.38636,12.897839,9.10353,8.246641,5.701085,10.200436,7.242487,3.692159,11.54954,16.780737,5.035645,6.797641,14.349335,12.398046,19.635037,20.208224,4.220397,1.90413,14.728271,3.144475,9.510282,8.307231,8.871016,15.225306,13.403211,8.81334,10.009788,12.255217,22.623002,8.263777,16.145151
paracentral-rh_theta,10.338549,5.348473,4.412452,5.662791,3.786247,4.527523,10.620842,7.380003,8.739548,8.406881,4.653097,7.040276,10.855664,8.741404,1.678741,5.182457,7.130324,4.270434,9.873955,8.317361,2.540604,5.349516,3.250711,8.451287,5.76646,6.42947,11.723143,4.980121,2.13327,3.944656,18.453994,3.785594,24.257864,4.616475,26.776449,8.331698,6.824704,13.966588,8.742933,6.697371,7.520253,14.527052,11.704123,5.111123,4.481512,22.079676,6.260756,4.930791,9.129599,1.929455,7.685883,7.093986,18.387863,16.697408,11.670749,5.840567,12.672899,13.90745,3.642299,3.05441,11.142971,4.40251,7.788032,13.35634,2.941514,4.882721,2.871119,9.036217,12.647238,9.160127,9.968003,4.047545,2.55082,15.851725,10.386387,6.991644,9.318653,5.873423,8.749957,20.753783,19.332609,22.908255,12.225744,3.162369,1.255927,10.275459,14.059885,18.371921,9.180143,3.504726,13.497787,6.377928,8.164231,8.053947,8.694686,13.07406,14.181609,13.911322,4.659569,12.911,19.770509,6.607085,10.234544,6.943919,9.488806,32.48349,4.582796,4.709356,4.124834,7.860414,8.424636,12.397007,11.334427,6.819148,5.996441,11.73373,7.810883,19.602655,4.630512,10.375248,17.402192,17.89386,13.932489,30.032068,11.386958,12.783165,6.059518,13.138786,6.267824,7.712454,11.996719,4.140877,13.186953,9.048254,4.401767,5.352394,15.295074,7.775688,4.194882,33.897813
parahippocampal-lh_theta,26.061256,31.040084,24.074619,20.233714,21.450651,10.461709,46.431884,14.081227,8.118895,9.0006,40.027264,25.646201,13.429035,17.38654,20.302876,55.430972,17.11287,29.094971,15.383906,16.938175,64.581729,19.474193,31.869217,42.390252,22.229911,53.775541,26.181697,26.881353,43.707321,26.059151,14.840038,17.159753,17.21971,12.238153,55.81893,14.653269,85.217863,16.282983,31.375197,14.690574,80.535127,21.488091,14.512293,14.303646,48.112104,66.193421,10.101694,25.799058,12.241378,18.88978,27.286061,77.256128,40.299068,51.482797,22.841117,36.205638,33.073134,58.357384,24.4957,11.70944,14.95544,95.221704,26.946021,46.735086,15.752092,32.896446,28.360312,70.575252,35.978306,30.823662,31.787295,28.122566,23.258704,36.311083,14.796845,6.603423,78.681724,19.902363,19.327302,27.743922,55.850341,68.680552,96.028292,18.627264,39.575358,12.203412,31.128747,98.685311,31.437478,18.454116,45.122475,39.707223,19.441807,64.11569,44.081887,26.811993,24.595436,14.421597,30.378854,21.934875,30.18411,47.553226,22.658855,6.544726,9.242191,31.091594,70.615346,31.806342,40.932226,55.220063,26.910652,51.32851,45.006256,19.115639,21.414827,24.141965,67.538572,32.720927,58.751265,24.349382,45.103709,39.795124,46.020763,25.546974,61.006048,37.612961,16.446059,28.919799,24.97389,18.467209,45.451419,33.907984,41.955804,15.242473,16.92333,46.681322,28.375315,44.321191,44.216932,56.054748
parahippocampal-rh_theta,16.298445,16.650136,6.82185,37.691412,8.475428,42.132263,28.523463,12.853845,17.947686,29.385109,59.315857,11.682883,26.184268,26.401942,24.848391,40.389745,13.701528,16.684771,19.373821,23.873668,18.24936,28.814538,28.419083,7.795645,17.975945,38.526336,38.258291,16.132974,34.555599,25.240222,21.271589,20.367913,33.282668,34.126918,47.677508,22.86538,37.1748,45.000427,48.486311,20.407846,52.422367,14.806514,34.079108,23.499925,24.559686,59.637018,42.745665,20.029671,24.203651,22.846924,24.854281,38.841348,38.353642,12.529506,34.666871,29.241743,24.055948,12.654949,30.112224,15.309057,19.873347,58.533785,6.512783,25.953594,8.270966,4.536737,33.251844,45.993038,8.980031,23.949653,18.614814,18.621189,17.597114,54.874515,32.674304,18.74482,102.465178,17.974466,17.883847,12.050485,32.373584,40.358992,139.872714,40.001153,29.642984,15.868122,36.123055,65.970414,15.365138,26.358957,44.612257,29.664919,57.628291,34.370224,17.101844,30.647553,23.108624,60.539812,30.067078,24.215177,11.538255,125.940125,7.414137,30.909788,15.654697,23.008001,77.992702,32.199475,53.457324,38.364496,26.926644,86.463003,24.666049,20.472463,20.92574,13.203677,51.046877,10.241838,31.212133,33.85166,66.785458,16.495188,37.791026,44.360813,38.083568,48.764638,10.599165,7.310567,17.37937,21.908151,12.578258,60.10769,32.868449,21.679922,5.749458,60.122024,45.90734,22.224324,43.968798,68.034954
parsopercularis-lh_theta,5.187526,13.732975,14.565808,7.688286,32.403736,10.42662,10.905344,3.512946,4.682953,29.897446,8.018811,6.79411,12.100276,7.142832,2.940496,28.486983,18.383376,6.080714,8.000383,4.6611,7.492327,6.091892,8.678625,10.952837,3.925771,12.468634,3.901083,9.809366,17.204608,3.317576,5.255679,12.920341,6.579345,3.743097,7.007822,2.756711,6.252497,5.33288,36.145877,5.090651,11.657361,6.699416,9.377836,5.360179,31.854967,42.981305,12.907592,31.503713,19.360421,23.344236,26.845263,13.323779,44.404285,20.411077,7.124484,5.448197,13.46853,10.482682,4.501866,10.399354,8.153099,31.396863,18.504396,50.12903,19.12478,12.488617,12.37515,14.855961,16.175206,5.856594,6.465092,8.972641,7.095832,14.082623,9.432118,9.688467,22.312645,20.203359,10.949788,2.9829,9.790973,8.160094,40.005233,16.777581,26.081884,10.528651,8.294427,10.293196,4.931556,17.005758,11.296046,11.970765,11.113354,9.768934,4.286455,12.05882,6.974909,8.403196,12.820386,5.047894,14.128321,5.095029,9.72345,5.899368,10.093563,6.585412,14.32065,9.735894,12.704955,6.599228,5.74609,18.005202,5.302914,4.414059,12.570965,7.126442,9.073562,9.625011,11.609635,6.223883,16.859497,1.858957,23.757073,11.38893,20.470248,11.005951,4.537446,6.593516,5.479504,9.625909,11.926149,13.574328,17.94433,21.705808,14.276086,10.540721,9.699841,13.566115,18.660132,16.79196
parsopercularis-rh_theta,6.518176,14.186564,24.82101,7.650584,30.686715,8.067551,7.876562,3.842514,10.572169,12.756337,8.642525,6.784724,8.496035,6.354949,4.809862,39.473248,4.782515,19.513045,7.672636,17.788943,5.87717,9.460124,10.579028,13.892223,9.727465,6.92702,21.38438,16.787273,24.691469,5.337959,13.555601,16.706663,8.987717,13.680484,23.226418,7.615566,13.252451,26.965713,49.483723,8.261818,17.37328,10.46885,9.619808,12.351739,24.631422,62.575149,30.406706,159.325092,58.323194,27.876996,63.064998,21.604706,82.785668,36.398651,8.189138,4.416323,17.805096,30.098119,16.769519,7.019068,7.590876,47.703725,18.072916,53.779127,7.974596,11.459268,19.473171,9.77778,24.972076,4.867948,12.581091,5.34522,6.96824,26.962021,15.136239,11.954419,46.471613,19.843264,3.913146,4.4569,8.736238,12.617144,72.163845,18.930032,25.876327,10.049514,40.149402,18.637494,10.396644,5.120435,19.467807,14.537913,14.605401,5.987071,6.031433,18.749018,11.581239,10.369561,21.02134,2.993988,26.466934,15.472467,18.754344,4.717305,12.700472,20.755114,10.934442,13.626955,12.360741,6.682759,7.445575,30.976015,18.003055,6.913361,17.73529,12.734413,24.874473,16.537576,12.395081,10.099364,54.341918,2.913858,14.76966,19.47961,20.852564,17.762313,16.499104,8.451105,9.576887,14.322982,22.058401,21.266044,37.873002,43.655668,32.066005,13.175281,14.873161,40.869941,39.271063,18.828035
